ABCSE,B7J,2010-01-20,8.93,9.09,8.93,9.09,119300,9.09
ABCSE,B7J,2010-01-19,8.99,9.04,8.91,9.02,132300,9.02
ABCSE,B7J,2010-01-15,8.98,9.00,8.90,8.99,78000,8.99
ABCSE,B7J,2010-01-14,9.03,9.03,8.93,9.01,142700,9.01
ABCSE,B7J,2010-01-13,8.96,9.00,8.92,8.98,101600,8.98
ABCSE,B7J,2010-01-12,8.91,8.95,8.86,8.91,70600,8.91
ABCSE,B7J,2010-01-11,8.99,9.00,8.95,8.97,159500,8.97
ABCSE,B7J,2010-01-08,8.90,8.95,8.88,8.94,153100,8.94
ABCSE,B7J,2010-01-07,8.91,8.94,8.88,8.94,120700,8.94
